condition_name,canonical_term,score,study_count,status
peripheral nervous system disease,Peripheral Nervous System Diseases,86.56716,2,pending
falciparum malaria,"Malaria, Falciparum",86.48649,2,pending
reactive arthritis (rea),"Arthritis, Reactive",86.48649,2,pending
nutrition disorder,Nutrition Disorders,86.48649,2,pending
"prevention, suicide",Suicide Prevention,86.48649,2,pending
hemorrhagic strokes,Hemorrhagic Stroke,86.48649,2,pending
contact dermatitis,"Dermatitis, Contact",86.48649,2,pending
serous cystadenoma,"Cystadenoma, Serous",86.48649,2,pending
acute severe ulcerative colitis,"Colitis, Ulcerative",86.48649,2,pending
ulcerative colitis chronic mild,"Colitis, Ulcerative",86.48649,2,pending
"resistance, insulin",Insulin Resistance,86.48649,2,pending
"preference, patient",Patient Preference,86.48649,2,pending
viral encephalitis,"Encephalitis, Viral",86.48649,2,pending
reactive arthritis,"Arthritis, Reactive",86.48649,2,pending
chronic lymphocytic leukemia refractory,"Leukemia, Prolymphocytic",86.36364,2,pending
relapsed/refractory chronic lymphocytic leukemia,"Leukemia, Prolymphocytic",86.36364,2,pending
chronic lymphocytic leukemia recurrent,"Leukemia, Prolymphocytic",86.36364,2,pending
acute lymphocytic leukemia refractory,"Leukemia, Prolymphocytic",86.36364,2,pending
lipid metabolism disorder,Lipid Metabolism Disorders,86.27451,2,pending
adenocarcinoma esophagus,Adenocarcinoma Of Esophagus,86.27451,2,pending
respiratory tract disease,Respiratory Tract Diseases,86.27451,2,pending
connective tissue disease (ctd),Connective Tissue Diseases,86.27451,2,pending
"urogenital diseases, male",Female Urogenital Diseases,86.27451,2,pending
clear cell adenocarcinoma,"Adenocarcinoma, Clear Cell",86.27451,2,pending
ischemic optic neuropathy,"Optic Neuropathy, Ischemic",86.27451,2,pending
anaplastic thyroid carcinomas,"Thyroid Carcinoma, Anaplastic",86.206894,2,pending
multidrug resistant tuberculosis,"Tuberculosis, Multidrug-Resistant",86.15385,2,pending
autonomic nervous system disease,Autonomic Nervous System Diseases,86.15385,2,pending
facioscapulohumeral muscular dystrophy type 1 (fshd1),Facioscapulohumeral Muscular Dystrophy 1B,86.04651,2,pending
"pressure ulcer, stage iv",Pressure Ulcer,85.71429,2,pending
acute graft vs host disease,Graft vs Host Disease,85.71429,2,pending
musculoskeletal strain,Musculoskeletal Pain,85.71429,2,pending
fungal meningitis,"Meningitis, Fungal",85.71429,2,pending
mucopolysaccharidosis iv a,Mucopolysaccharidosis I,85.71429,2,pending
pituitary disease,Pituitary Diseases,85.71429,2,pending
hypoxia neonatal,Hypoxia,85.71429,2,pending
obesity (body mass index >30 kg/m2),Obesity,85.71429,2,pending
habitual abortion,"Abortion, Habitual",85.71429,2,pending
vascular dementia (vad),"Dementia, Vascular",85.71429,2,pending
ataxia-telangiectasia,Ataxia Telangiectasia,85.71429,2,pending
citrullinemia 1,Citrullinemia,85.71429,2,pending
female fertility,"Infertility, Female",85.71429,2,pending
transient global amnesia,"Amnesia, Transient Global",85.71429,2,pending
"obesity, pediatric",Obesity,85.71429,2,pending
bronchial disease,Bronchial Diseases,85.71429,2,pending
"hypertonia, muscle",Muscle Hypertonia,85.71429,2,pending
"grief disorder, prolonged",Prolonged Grief Disorder,85.71429,2,pending
recurrent thymoma,Thymoma,85.71429,2,pending
apnea syndrome,Raine syndrome,85.71429,2,pending
chronic headache disorder,Headache Disorders,85.71429,2,pending
omenn syndrome,Cohen syndrome,85.71429,2,pending
"instability, joint",Joint Instability,85.71429,2,pending
recurrent sarcoma,Sarcoma,85.71429,2,pending
fasting ( 6h for solid ; 2h for clear fluid ),Fasting,85.71429,2,pending
cholesterolemia,Hypercholesterolemia,85.71429,2,pending
multicentric castleman disease,Multi-centric Castleman's Disease,85.71429,2,pending
cholelithiases,Cholelithiasis,85.71429,2,pending
"dissection, aortic",Aortic Dissection,85.71429,2,pending
dyskinesia,Dyskinesias,85.71429,2,pending
recurrent adenoid cystic carcinoma,"Carcinoma, Adenoid Cystic",85.71429,2,pending
pre-diabetic state,Prediabetic State,85.71429,2,pending
porocarcinoma,Choriocarcinoma,85.71429,2,pending
telangiectasia,Telangiectasis,85.71429,2,pending
chronic liver diseases,Liver Diseases,85.71429,2,pending
pediatric nutrition,Malnutrition,85.71429,2,pending
desmoplastic small round cell tumor (dsrct),Desmoplastic Small Round Cell Tumor,85.71429,2,pending
refractory acute lymphoid leukemia,"Leukemia, Lymphoid",85.71429,2,pending
"obesity, primary",Obesity,85.71429,2,pending
rolandic epilepsy,"Epilepsy, Rolandic",85.71429,2,pending
duchene muscular dystrophy,"Muscular Dystrophy, Duchenne",85.18519,2,pending
"coagulation disorder, blood",Blood Coagulation Disorders,85.18519,2,pending
eye diseases hereditary,"Eye Diseases, Hereditary",85.106384,2,pending
stage i oropharyngeal (p16-negative) carcinoma ajcc v8,Nasopharyngeal Carcinoma,85.106384,2,pending
"genetic disease, inborn","Genetic Diseases, Inborn",85.106384,2,pending
recurrent squamous cell carcinoma,"Carcinoma, Squamous Cell",85.106384,2,pending
mild obstructive sleep apnea,"Sleep Apnea, Obstructive",85.106384,2,pending
infantile spinal muscular atrophy,"Muscular Atrophy, Spinal",85.106384,2,pending
"neoplasm, colorectal",Colorectal Neoplasms,85.0,2,pending
zenker's diverticulum,Zenker Diverticulum,85.0,2,pending
erectile disfunction,Erectile Dysfunction,85.0,2,pending
"stress, psychologic","Stress, Psychological",85.0,2,pending
metastatic castration-resistant prostate neoplasms,"Prostatic Neoplasms, Castration-Resistant",85.0,2,pending
absence epilepsy,"Epilepsy, Absence",84.84849,2,pending
relapsed/refractory acute myeloid leukemia (r/r aml),"Leukemia, Myeloid",84.84849,2,pending
unresectable synovial sarcoma,"Sarcoma, Synovial",84.84849,2,pending
childhood absence epilepsy,"Epilepsy, Absence",84.84849,2,pending
pleural effusions,Pleural Effusion,84.84849,2,pending
muscular disease,Muscular Diseases,84.84849,2,pending
primary refractory acute myeloid leukemia,"Leukemia, Myeloid",84.84849,2,pending
trachea diseases,Tracheal Diseases,84.84849,2,pending
macular diseases,Vascular Diseases,84.84849,2,pending
relapsed acute myeloid leukemia (aml),"Leukemia, Myeloid",84.84849,2,pending
juvenile absence epilepsy,"Epilepsy, Absence",84.84849,2,pending
"neoplasms, breast",Breast Neoplasms,84.84849,2,pending
pediatric hemolytic anemia,"Anemia, Hemolytic",84.84849,2,pending
"leak, anastomotic",Anastomotic Leak,84.84849,2,pending
borderline personality disorder bpd,Borderline Personality Disorder,84.84849,2,pending
pediatric acute myeloid leukemia,"Leukemia, Myeloid",84.84849,2,pending
tracheal disease,Tracheal Diseases,84.84849,2,pending
acute anterior uveitis (aau),"Uveitis, Anterior",84.84849,2,pending
"acute myeloid leukemia, relapsed, adult","Leukemia, Myeloid",84.84849,2,pending
"acute myeloid leukemia, refractory","Leukemia, Myeloid",84.84849,2,pending
metastatic synovial sarcoma,"Sarcoma, Synovial",84.84849,2,pending
ductal carcinoma,"Carcinoma, Ductal",84.84849,2,pending
refractory childhood acute myeloid leukemia,"Leukemia, Myeloid",84.84849,2,pending
"endothelial cell loss, corneal",Corneal Endothelial Cell Loss,84.745766,2,pending
"metabolism disorder, lipid",Lipid Metabolism Disorders,84.61539,2,pending
heart failure (pediatric),Heart Failure,84.61539,2,pending
chronic heart failure (chf),Heart Failure,84.61539,2,pending
"pulmonary nodule, multiple",Multiple Pulmonary Nodules,84.61539,2,pending
disease crohn,Crohn Disease,84.61539,2,pending
macular edema (me),Macular Edema,84.61539,2,pending
chronic liver failure,Liver Failure,84.61539,2,pending
atheromatosis,Xanthomatosis,84.61539,2,pending
nervous system disease,Nervous System Diseases,84.44444,2,pending
iron-deficiency anemia (ida),"Anemia, Iron-Deficiency",84.44444,2,pending
enamel hypomineralization,Dental Enamel Hypomineralization,84.210526,2,pending
addictive behaviors,"Behavior, Addictive",84.210526,2,pending
bacteria infection,Bacterial Infections,84.210526,2,pending
"symptom, behavioral",Behavioral Symptoms,84.210526,2,pending
carcinomas,Carcinoma,84.210526,2,pending
hermansky-pudlak syndrome (hps),Hermanski-Pudlak Syndrome,84.0,2,pending
"nutrition disorder, fetal",Fetal Nutrition Disorders,84.0,2,pending
b-cell prolymphocytic leukemia,"Leukemia, Prolymphocytic, B-Cell",83.870964,2,pending
"racism, systemic",Systemic Racism,83.870964,2,pending
speech disorder,Speech Disorders,83.870964,2,pending
memory disorder,Memory Disorders,83.870964,2,pending
"behavior, social",Social Behavior,83.870964,2,pending
"stenosis, spinal",Spinal Stenosis,83.870964,2,pending
radionecrosis,Osteoradionecrosis,83.870964,2,pending
posttraumatic stress disorders,"Stress Disorders, Post-Traumatic",83.870964,2,pending
tibia fractures,Tibial Fractures,83.870964,2,pending
severe aplastic anemia (saa),"Anemia, Aplastic",83.870964,2,pending
acute gouty arthritis,"Arthritis, Gouty",83.870964,2,pending
immune system disease,Immune System Diseases,83.72093,2,pending
"motion sickness, space",Space Motion Sickness,83.72093,2,pending
nerve sheath neoplasm,Nerve Sheath Neoplasms,83.72093,2,pending
neurofibromatosis type 1 (nf1),Neurofibromatosis 1,83.72093,2,pending
"merkel cell carcinoma, stage iii","Carcinoma, Merkel Cell",83.72093,2,pending
"sudden death, cardiac","Death, Sudden, Cardiac",83.72093,2,pending
refractory merkel cell carcinoma,"Carcinoma, Merkel Cell",83.72093,2,pending
"merkel cell carcinoma, stage i","Carcinoma, Merkel Cell",83.72093,2,pending
"merkel cell carcinoma, stage ii","Carcinoma, Merkel Cell",83.72093,2,pending
biliary disease tract,Biliary Tract Diseases,83.72093,2,pending
advanced merkel cell carcinoma,"Carcinoma, Merkel Cell",83.72093,2,pending
"cardiac death, sudden","Death, Sudden, Cardiac",83.72093,2,pending
metabolic glucose disorders,Glucose Metabolism Disorders,83.63636,2,pending
spinocerebellar ataxia type 10,Spinocerebellar Ataxia 10,83.63636,2,pending
haemorrhagic shock,"Shock, Hemorrhagic",83.333336,2,pending
"eczema, infantile",Eczema,83.333336,2,pending
frontotemporal degeneration (ftd),Frontotemporal Lobar Degeneration,83.333336,2,pending
chronic myeloid leukemia - accelerated phase,"Leukemia, Myeloid, Accelerated Phase",83.333336,2,pending
"sepsis, neonatal",Sepsis,83.333336,2,pending
recurrent stroke,Stroke,83.333336,2,pending
asperger's syndrome,Asperger Syndrome,83.333336,2,pending
stage i hypopharyngeal carcinoma ajcc v8,Nasopharyngeal Carcinoma,83.333336,2,pending
sepsis severe,Sepsis,83.333336,2,pending
primary hyperoxaluria type 1 (ph1),Primary hyperoxaluria type 1,83.333336,2,pending
"fracture, shoulder",Shoulder Fractures,83.333336,2,pending
recurrent acute otitis media,Otitis Media,83.333336,2,pending
mild alzheimer's disease,Alzheimer Disease,83.333336,2,pending
"myopia, moderate",Myopia,83.333336,2,pending
orthostatic hypertension,"Hypotension, Orthostatic",83.333336,2,pending
stage ii hypopharyngeal carcinoma ajcc v8,Nasopharyngeal Carcinoma,83.333336,2,pending
refractory anemia,Anemia,83.333336,2,pending
periodontis,Periodontitis,83.333336,2,pending
glycogen storage disease type ib,Glycogen Storage Disease Type IIb,83.07692,2,pending
unresectable alveolar soft part sarcoma,"Sarcoma, Alveolar Soft Part",83.01887,2,pending
alveolar soft part sarcoma (asps),"Sarcoma, Alveolar Soft Part",83.01887,2,pending
refractory alveolar soft part sarcoma,"Sarcoma, Alveolar Soft Part",83.01887,2,pending
active ulcerative colitis (uc),Pediatric ulcerative colitis,83.01887,2,pending
relapsed/refractory plasma cell leukemia,"Leukemia, Plasma Cell",82.92683,2,pending
motor neurone disease,Motor Neuron Disease,82.92683,2,pending
lung adenocarcinoma stage iv,Adenocarcinoma of Lung,82.92683,2,pending
knee osteoarthritis \(oa\),"Osteoarthritis, Knee",82.92683,2,pending
renal cell carcinoma recurrent,"Carcinoma, Renal Cell",82.92683,2,pending
lung adenocarcinoma stage iii,Adenocarcinoma of Lung,82.92683,2,pending
unresectable basal cell carcinoma,"Carcinoma, Basal Cell",82.92683,2,pending
recurrent lung adenocarcinoma,Adenocarcinoma of Lung,82.92683,2,pending
"non-hodgkin lymphoma, adult","Lymphoma, Non-Hodgkin",82.92683,2,pending
metastatic lung adenocarcinoma,Adenocarcinoma of Lung,82.92683,2,pending
childhood non-hodgkin lymphoma,"Lymphoma, Non-Hodgkin",82.92683,2,pending
sleep apnea syndrome,Sleep Apnea Syndromes,82.92683,2,pending
advanced renal cell carcinoma (arcc),"Carcinoma, Renal Cell",82.92683,2,pending
lung adenocarcinoma metastatic,Adenocarcinoma of Lung,82.92683,2,pending
"lymphoma,non-hodgkin","Lymphoma, Non-Hodgkin",82.92683,2,pending
refractory lung adenocarcinoma,Adenocarcinoma of Lung,82.92683,2,pending
lymphoma non-hodgkin,"Lymphoma, Non-Hodgkin",82.92683,2,pending
refractory renal cell carcinoma,"Carcinoma, Renal Cell",82.92683,2,pending
premature rupture of fetal membranes,"Fetal Membranes, Premature Rupture",82.85714,2,pending
recurrent kaposi sarcoma,"Sarcoma, Kaposi",82.75862,2,pending
child behaviour,Child Behavior,82.75862,2,pending
teratospermia,Teratozoospermia,82.75862,2,pending
aortic disease,Aortic Diseases,82.75862,2,pending
pressure ulcers stage ii,Pressure Ulcer,82.75862,2,pending
refractory brain neoplasm,Brain Neoplasms,82.75862,2,pending
mixed dementia,Mixed Dementias,82.75862,2,pending
"ulcer, pressure",Pressure Ulcer,82.75862,2,pending
amyloid plaque,"Plaque, Amyloid",82.75862,2,pending
labrune syndrome,Blau syndrome,82.75862,2,pending
motor disorder,Motor Disorders,82.75862,2,pending
voice disorder,Voice Disorders,82.75862,2,pending
chronic kidney disease stage v,Kidney Diseases,82.75862,2,pending
"ankle fracture (bimalleolar equivalent, bimalleolar, or trimalleolar)",Ankle Fractures,82.75862,2,pending
acute ichemic stroke,Ischemic Stroke,82.75862,2,pending
evan syndrome,Levator syndrome,82.75862,2,pending
cowden syndrome,Cohen syndrome,82.75862,2,pending
obesity morbid,"Obesity, Morbid",82.75862,2,pending
hes - hypereosinophilic syndrome,Hypereosinophilic Syndrome,82.75862,2,pending
chronic stable angina,"Angina, Unstable",82.75862,2,pending
chronic inflammatory disease,Neuroinflammatory Diseases,82.608696,2,pending
guillain-barré syndrome (gbs),Guillain-Barre Syndrome,82.608696,2,pending
non communicable chronic diseases,Communicable Diseases,82.608696,2,pending
best vitelliform macular dystrophy,Vitelliform Macular Dystrophy,82.53968,2,pending
rcdp - rhizomelic chondrodysplasia punctata,"Chondrodysplasia Punctata, Rhizomelic",82.5,2,pending
primary neoplasm,Neoplasms,82.35294,2,pending
cushing's syndrome,Cushing Syndrome,82.35294,2,pending
type 2 diabetes mellitus 2,"Diabetes Mellitus, Type 2",82.35294,2,pending
burkitt's lymphoma,Burkitt Lymphoma,82.35294,2,pending
diabetes melletus,Diabetes Mellitus,82.35294,2,pending
otorrhea,Gonorrhea,82.35294,2,pending
recurrent pharyngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,82.35294,2,pending
lewy body disease(lbd),Lewy Body Disease,82.35294,2,pending
acute leukemias,Leukemia,82.35294,2,pending
diabetes mellitis,Diabetes Mellitus,82.35294,2,pending
post icu syndrome,imposter syndrome,82.35294,2,pending
stickler syndrome,Wieacker syndrome,82.35294,2,pending
relapsed advanced lymphomas,Lymphoma,82.35294,2,pending
anterior cruciate ligament (acl) injury,Anterior Cruciate Ligament Injuries,82.35294,2,pending
dietary behavior,Sedentary Behavior,82.35294,2,pending
mycosis,Otomycosis,82.35294,2,pending
headaches,Headache,82.35294,2,pending
cerebrospinal fluid leakage,Cerebrospinal Fluid Leak,82.35294,2,pending
dentofacial abnormalities,Craniofacial Abnormalities,82.35294,2,pending
leukaemia (acute myeloid),Leukemia,82.35294,2,pending
hypoventilation syndrome,Obesity Hypoventilation Syndrome,82.14286,2,pending
lymphoproliferative disease,Lymphoproliferative Disorders,82.14286,2,pending
ige-mediated hypersensitivity,"Hypersensitivity, Immediate",82.14286,2,pending
adenomatous polyposis,Adenomatous Polyps,82.051285,2,pending
"restenoses, coronary",Coronary Restenosis,82.051285,2,pending
"regulation, emotion",Emotional Regulation,82.051285,2,pending
factor ix deficiency,Factor X Deficiency,82.051285,2,pending
epithelial tumor,Thymic epithelial tumor,82.051285,2,pending
psychologic stress,"Stress, Psychological",82.051285,2,pending
glaucoma open-angle primary,"Glaucoma, Open-Angle",82.051285,2,pending
generalized arterial calcification of infancy,Arterial calcification of infancy,82.051285,2,pending
"necrosis, femur head",Femur Head Necrosis,82.051285,2,pending
optic nerve disease,Optic Nerve Diseases,82.051285,2,pending
"subfertility, female","Infertility, Female",82.051285,2,pending
familial alzheimer disease (fad),"Alzheimer disease, familial, type 3",81.96722,2,pending
respiratory aspiration of gastric content,Respiratory Aspiration of Gastric Contents,81.92771,2,pending
"lymphoma, non-hodgkin's","Lymphoma, Non-Hodgkin",81.818184,2,pending
lipidemia,Dyslipidemias,81.818184,2,pending
oropharyngeal disease,Nasopharyngeal Diseases,81.818184,2,pending
homeostasis,Cholestasis,81.818184,2,pending
contraceptive behavior,Contraception Behavior,81.818184,2,pending
chronic hepatitis c,Hepatitis B,81.818184,2,pending
neovascularization,Corneal Neovascularization,81.818184,2,pending
rasopathies,Tauopathies,81.818184,2,pending
bardet biedl syndrome,Bardet-Biedl syndrome 1,81.818184,2,pending
caries root,Root Caries,81.818184,2,pending
eosinophilic gastritis,Eosinophilic Fasciitis,81.818184,2,pending
"infection, soft tissue",Soft Tissue Infections,81.818184,2,pending
chronic cancer pain,Cancer Pain,81.818184,2,pending
oropharyngeal squamous cell carcinoma (opscca),Esophageal Squamous Cell Carcinoma,81.69014,2,pending
refractory oropharyngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,81.69014,2,pending
unresectable oropharyngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,81.69014,2,pending
oropharyngeal squamous cell carcinoma (opscc),Esophageal Squamous Cell Carcinoma,81.69014,2,pending
relapsed/refractory peripheral t-cell lymphoma (r/r ptcl),"Lymphoma, T-Cell, Peripheral",81.48148,2,pending
virus disease,Virus Diseases,81.48148,2,pending
refractory peripheral t-cell lymphoma,"Lymphoma, T-Cell, Peripheral",81.48148,2,pending
conn syndrome,Cohen syndrome,81.48148,2,pending
relapsed ewing sarcoma,"Sarcoma, Ewing",81.48148,2,pending
acute malnutrition in childhood,Malnutrition,81.48148,2,pending
ventriculitis,Diverticulitis,81.48148,2,pending
myelinopathy,Dysferlinopathy,81.48148,2,pending
"ulcerative colitis, active moderate",Pediatric ulcerative colitis,81.48148,2,pending
"malocclusion, angle's class","Malocclusion, Angle Class I",81.48148,2,pending
relapsed/refractory peripheral t-cell lymphoma,"Lymphoma, T-Cell, Peripheral",81.48148,2,pending
"overdose, drug",Drug Overdose,81.48148,2,pending
t-cell acute lymphocytic leukemia,"Leukemia, Prolymphocytic, T-Cell",81.355934,2,pending
gastrointestinal stromal neoplasm,Gastrointestinal Neoplasms,81.355934,2,pending
brain arteriovenous malformation,Arteriovenous Malformations,81.355934,2,pending
b-cell lymphoproliferative disorder,Lymphoproliferative Disorders,81.25,2,pending
gm1 gangliosidoses,Gangliosidoses,81.25,2,pending
attention deficit disorder with or without hyperactivity (adhd),Attention Deficit Disorder with Hyperactivity,81.18812,2,pending
schizophrenia spectrum &amp; other psychotic disorders,Schizophrenia Spectrum and Other Psychotic Disorders,81.13207,2,pending
neoplasms prostate,Prostatic Neoplasms,81.08108,2,pending
neuroborreliosis,Lyme Neuroborreliosis,81.08108,2,pending
food sensitivity,Food Hypersensitivity,81.08108,2,pending
placental abruption,Abruptio Placentae,81.08108,2,pending
anxiety disorder nos,Anxiety Disorders,81.08108,2,pending
psychosomatic disorders,Psychotic Disorders,80.95238,2,pending
plasma cell neoplasm,"Neoplasms, Plasma Cell",80.95238,2,pending
meningitis/encephalitis,Meningoencephalitis,80.95238,2,pending
relapsed or refractory follicular lymphoma,"Lymphoma, Follicular",80.95238,2,pending
stage iv hilar cholangiocarcinoma ajcc v8,Cholangiocarcinoma,80.95238,2,pending
basal cell carcinomas,"Carcinoma, Basal Cell",80.95238,2,pending
stage iii hilar cholangiocarcinoma ajcc v8,Cholangiocarcinoma,80.95238,2,pending
relapsed or refractory chronic lymphocytic leukemia,"Leukemia, Prolymphocytic",80.85107,2,pending
dilated cardiomyopathies,"Cardiomyopathy, Dilated",80.85107,2,pending
primary cutaneous t-cell lymphoma,"Lymphoma, T-Cell, Cutaneous",80.76923,2,pending
cutaneous t-cell lymphoma refractory,"Lymphoma, T-Cell, Cutaneous",80.76923,2,pending
lung adenosquamous carcinoma,"Carcinoma, Adenosquamous",80.76923,2,pending
viral respiratory tract infections,Respiratory Tract Infections,80.645164,2,pending
t cell prolymphocytic leukemia,"Leukemia, Prolymphocytic, B-Cell",80.645164,2,pending
intracranial atherosclerosis icas,Intracranial Arteriosclerosis,80.645164,2,pending
non st elevation myocardial infarction,ST Elevation Myocardial Infarction,80.55556,2,pending
stage iii hypopharyngeal squamous cell carcinoma ajcc v7,Esophageal Squamous Cell Carcinoma,80.55556,2,pending
unresectable hypopharyngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,80.55556,2,pending
poly-arthritis,Spondylarthritis,80.0,2,pending
cerebral arteriovenous malformation,Familial cerebral cavernous malformation,80.0,2,pending
overt hepatic encephalopathy,Hepatic Encephalopathy,80.0,2,pending
dry syndrome,Arts syndrome,80.0,2,pending
menstrual disorders,Mental Disorders,80.0,2,pending
hemmorhage,Hemorrhage,80.0,2,pending
dietary behaviors,Sedentary Behavior,80.0,2,pending
advanced adenomas (aa),Adenoma,80.0,2,pending
"cardiomyopathy, primary",Cardiomyopathies,80.0,2,pending
stage i anal cancer ajcc v8,Urachal cancer,80.0,2,pending
papilloma viral infection,Papillomavirus Infections,80.0,2,pending
portopulmonary hypertension,"Hypertension, Pulmonary",80.0,2,pending
mucoviscidosis,Fucosidosis,80.0,2,pending
moderate to severe ulcerative colitis,"Colitis, Ulcerative",80.0,2,pending
sudden death,"Death, Sudden",80.0,2,pending
diabetic angiopathy,Diabetic Angiopathies,80.0,2,pending
spastic paresis,"Paraparesis, Spastic",80.0,2,pending
adenopathy,Lymphadenopathy,80.0,2,pending
anal cancer metastatic,Urachal cancer,80.0,2,pending
injections,Infections,80.0,2,pending
viral respiratory infection,Respiratory Tract Infections,80.0,2,pending
myxofibrosarcoma (mfs),Dermatofibrosarcoma,80.0,2,pending
recurrent pancreatic ductal adenocarcinoma,"Carcinoma, Pancreatic Ductal",80.0,2,pending
phobia,Zoophobia,80.0,2,pending
bone disease,Bone Diseases,80.0,2,pending
maxilla fracture,Maxillary Fractures,80.0,2,pending
behavioural problem,Problem Behavior,80.0,2,pending
diseases,Disease,80.0,2,pending
anal cancer stage iii,Urachal cancer,80.0,2,pending
moderate to severe acute postoperative pain,"Pain, Postoperative",80.0,2,pending
"cardiomyopathy, secondary",Cardiomyopathies,80.0,2,pending
chronic renal diseases,Retinal Diseases,80.0,2,pending
infant respiratory distress syndrome,Respiratory Distress Syndrome,80.0,2,pending
undifferentiated sarcoma,Sinonasal undifferentiated carcinoma,80.0,2,pending
fractured tooth,Tooth Fractures,80.0,2,pending
chronic fatigue syndrome (cfs),Raine syndrome,80.0,2,pending
vestibular dysfunction,Ventricular Dysfunction,80.0,2,pending
radiation pneumonia,Radiation Pneumonitis,80.0,2,pending
lung disease chronic,Lung Diseases,80.0,2,pending
tendinitis,Meningitis,80.0,2,pending
marginal zone b-cell lymphoma,"Lymphoma, B-Cell, Marginal Zone",80.0,2,pending
diffuse large b-cell lymphoma-recurrent,"Lymphoma, Large B-Cell, Diffuse",80.0,2,pending
chronic ulcer,Ulcer,80.0,2,pending
caa - cerebral amyloid angiopathy,Cerebral Amyloid Angiopathy,80.0,2,pending
dyspnoea,Dyspnea,80.0,2,pending
acute respiratory viral infection,Respiratory Tract Infections,80.0,2,pending
ophthalmic diseases (specific types not restricted),Hypothalamic Diseases,80.0,2,pending
hereditary neuropathy,Auditory neuropathy,80.0,2,pending
"respiratory infections, acute",Respiratory Tract Infections,80.0,2,pending
"elbow, tennis",Tennis Elbow,80.0,2,pending
diffuse large b-cell lymphoma-refractory,"Lymphoma, Large B-Cell, Diffuse",80.0,2,pending
oligometastatic renal cell carcinoma,Clear-cell metastatic renal cell carcinoma,79.48718,2,pending
multiple sclerosis acute and progressive,"Multiple Sclerosis, Chronic Progressive",79.45206,2,pending
facioscapulohumeral dystrophy,"Muscular Dystrophy, Facioscapulohumeral",79.411766,2,pending
intraventricular hemorrhage neonatal,Cerebral Intraventricular Hemorrhage,79.36508,2,pending
complex neurodevelopmental disorder,Neurodevelopmental Disorders,79.36508,2,pending
granulomatous polyangiitis,Granulomatosis with Polyangiitis,79.31035,2,pending
periampullary adenocarcinoma,"Adenocarcinoma, Papillary",79.245285,2,pending
neuromuscular adaptations,Neuromuscular Manifestations,79.245285,2,pending
interstitial pneumonia,Lymphoid Interstitial Pneumonia,79.245285,2,pending
immune complex membranoproliferative glomerulonephritis (ic-mpgn),"Glomerulonephritis, Membranoproliferative",79.166664,2,pending
primary hyperoxaluria type 3,Primary hyperoxaluria type 2,79.166664,2,pending
acute cerebrovascular disease,Cerebrovascular Disorders,79.166664,2,pending
lichen sclerosus of vulva,Vulvar Lichen Sclerosus,79.166664,2,pending
traumatic injuries,"Brain Injuries, Traumatic",79.06977,2,pending
pseudo hypoparathyroidism,Hypoparathyroidism,79.06977,2,pending
intraoperative care,Intraoperative Awareness,79.06977,2,pending
health-risk behaviours,Health Risk Behaviors,79.06977,2,pending
diabetic complication,Diabetes Complications,79.06977,2,pending
acid base imbalance,Acid-Base Imbalance,78.947365,2,pending
demineralization,Tooth Demineralization,78.947365,2,pending
dystrophia myotonica,Myotonic Dystrophy,78.947365,2,pending
depressive episodes,Depressive Disorder,78.947365,2,pending
pain anticipation,Patient Participation,78.947365,2,pending
hepatic metastasis,Lymphatic Metastasis,78.947365,2,pending
mediastinal ( chest) masses,Mediastinal Diseases,78.947365,2,pending
bohring-opitz syndrome,Bohring syndrome,78.947365,2,pending
vascular disease risk,Vascular Diseases,78.947365,2,pending
orofacial clefts,Orofacial Cleft 1,78.78788,2,pending
foot osteoarthritis,Osteoarthritis,78.78788,2,pending
pvc - premature ventricular complex,Ventricular Premature Complexes,78.78788,2,pending
prenatal disorder,Mental Disorders,78.78788,2,pending
metastatic rectal carcinoma,"Carcinoma, Ductal",78.78788,2,pending
progressive nonfluent aphasia,Primary Progressive Nonfluent Aphasia,78.78788,2,pending
driving behavior,Drinking Behavior,78.78788,2,pending
compulsive sexual behavior,Compulsive Sexual Behavior Disorder,78.68852,2,pending
upper respiratory tract infection,Respiratory Tract Infections,78.68852,2,pending
warm autoimmune hemolytic anemia (waiha),"Anemia, Hemolytic, Autoimmune",78.68852,2,pending
primary cutaneous anaplastic large cell lymphoma,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",78.65169,2,pending
vulva disease,Vulvar Diseases,78.57143,2,pending
autoinflammation,Inflammation,78.57143,2,pending
immune thrombocytopenic purpura ( itp ),"Purpura, Thrombocytopenic",78.57143,2,pending
artery disease,Darier Disease,78.57143,2,pending
marijuana usage,Marijuana Use,78.57143,2,pending
staphylococcal aureus infection,Staphylococcal Infections,78.57143,2,pending
"death, cardiac","Edema, Cardiac",78.57143,2,pending
immune thrombocytopenic purpura (itp),"Purpura, Thrombocytopenic",78.57143,2,pending
revesz syndrome,Arts syndrome,78.57143,2,pending
"rcc, clear cell adenocarcinoma","Adenocarcinoma, Clear Cell",78.57143,2,pending
respiratory virus infections,Respiratory Tract Infections,78.57143,2,pending
myocardial revascularization,Choroidal Neovascularization,78.57143,2,pending
caebv (chronic active epstein-barr virus infection) syndrome,Raine syndrome,78.57143,2,pending
